Name,StartAddress,EndAddress,Size
FUN_80041df4,0x80041DF4,0x80042117,0x324
FUN_80042288,0x80042288,0x8004230B,0x84
FUN_8004230c,0x8004230C,0x80042467,0x15C
FUN_80042468,0x80042468,0x800424AB,0x44
FUN_800424ac,0x800424AC,0x800424E3,0x38
FUN_800424e4,0x800424E4,0x800425B3,0xD0
FUN_800425b4,0x800425B4,0x8004277B,0x1C8
FUN_8004277c,0x8004277C,0x800428EB,0x170
FUN_800428ec,0x800428EC,0x8004297B,0x90
FUN_8004297c,0x8004297C,0x80042D3B,0x3C0
FUN_80042d3c,0x80042D3C,0x80042E9B,0x160
FUN_80042e9c,0x80042E9C,0x80042FFB,0x160
FUN_80042ffc,0x80042FFC,0x8004304B,0x50
FUN_800430e0,0x800430E0,0x8004318B,0xAC
FUN_8004318c,0x8004318C,0x800431D3,0x48
FUN_800431d4,0x800431D4,0x800432E3,0x110
FUN_800432e4,0x800432E4,0x80043363,0x80
FUN_80043364,0x80043364,0x8004349F,0x13C
FUN_800434a0,0x800434A0,0x800435A3,0x104
FUN_800435a4,0x800435A4,0x80043633,0x90
FUN_80043634,0x80043634,0x800436A3,0x70
FUN_800436a4,0x800436A4,0x8004378F,0xEC
FUN_80043790,0x80043790,0x80043817,0x88
FUN_80043818,0x80043818,0x8004399B,0x184
FUN_8004399c,0x8004399C,0x80043A6F,0xD4
FUN_80043a70,0x80043A70,0x80043BC3,0x154
FUN_80043bc4,0x80043BC4,0x80043D17,0x154
FUN_80043d18,0x80043D18,0x80043F43,0x22C
FUN_800441fc,0x800441FC,0x8004425B,0x60
FUN_8004425c,0x8004425C,0x800442C7,0x6C
FUN_800442c8,0x800442C8,0x8004433F,0x78
FUN_80044340,0x80044340,0x800443D7,0x98
FUN_800443d8,0x800443D8,0x80044453,0x7C
FUN_80044454,0x80044454,0x800444C3,0x70
FUN_800444c4,0x800444C4,0x8004450F,0x4C
FUN_80044510,0x80044510,0x800445B7,0xA8
FUN_800445b8,0x800445B8,0x8004465B,0xA4
FUN_8004465c,0x8004465C,0x8004470F,0xB4
FUN_80044710,0x80044710,0x80044763,0x54
FUN_80044764,0x80044764,0x8004491B,0x1B8
FUN_8004491c,0x8004491C,0x80044943,0x28
FUN_80044944,0x80044944,0x80044CBB,0x378
FUN_80044cbc,0x80044CBC,0x80044D4F,0x94
FUN_80044d50,0x80044D50,0x80044E1F,0xD0
FUN_80044e20,0x80044E20,0x80044E63,0x44
FUN_80044e64,0x80044E64,0x80044F77,0x114
FUN_80044f78,0x80044F78,0x80045143,0x1CC
FUN_80045144,0x80045144,0x800454E3,0x3A0
FUN_800454e4,0x800454E4,0x80045697,0x1B4
FUN_80045698,0x80045698,0x8004581B,0x184
FUN_8004581c,0x8004581C,0x800459C7,0x1AC
FUN_800459c8,0x800459C8,0x80045CF3,0x32C
FUN_80045cf4,0x80045CF4,0x80045F5B,0x268
FUN_80045f5c,0x80045F5C,0x800460CB,0x170
FUN_800460cc,0x800460CC,0x80046183,0xB8
FUN_80046184,0x80046184,0x80046237,0xB4
FUN_80046238,0x80046238,0x800462C7,0x90
FUN_800462c8,0x800462C8,0x80046353,0x8C
