Name,StartAddress,EndAddress,Size
FUN_80054280,0x80054280,0x8005459F,0x320
FUN_800545c4,0x800545C4,0x800545DF,0x1C
FUN_800545e0,0x800545E0,0x800545EB,0xC
FUN_80054660,0x80054660,0x8005483B,0x1DC
FUN_8005483c,0x8005483C,0x80054A17,0x1DC
FUN_80054a18,0x80054A18,0x80054ADB,0xC4
FUN_80054adc,0x80054ADC,0x80054C8F,0x1B4
FUN_80054d4c,0x80054D4C,0x80054E4F,0x104
FUN_80054e50,0x80054E50,0x80054ED7,0x88
FUN_80054ed8,0x80054ED8,0x80054F9F,0xC8
FUN_80054fcc,0x80054FCC,0x80055017,0x4C
FUN_80055018,0x80055018,0x80055367,0x350
FUN_80055368,0x80055368,0x80055EFF,0xB98
FUN_80055f00,0x80055F00,0x80055F0B,0xC
FUN_80055f0c,0x80055F0C,0x80055F17,0xC
FUN_80055f18,0x80055F18,0x80055F43,0x2C
FUN_80055f44,0x80055F44,0x80055F5F,0x1C
FUN_80055f60,0x80055F60,0x80055FE3,0x84
FUN_80055fe4,0x80055FE4,0x8005605B,0x78
FUN_8005605c,0x8005605C,0x80056073,0x18
FUN_80056074,0x80056074,0x8005607F,0xC
FUN_80056080,0x80056080,0x800562CB,0x24C
FUN_800562cc,0x800562CC,0x800563D7,0x10C
FUN_80056624,0x80056624,0x8005664F,0x2C
FUN_80056650,0x80056650,0x80056677,0x28
FUN_80056678,0x80056678,0x800566DF,0x68
FUN_80056790,0x80056790,0x8005679F,0x10
FUN_800567a0,0x800567A0,0x800567AF,0x10
FUN_800567b0,0x800567B0,0x800567BF,0x10
FUN_80056868,0x80056868,0x80056897,0x30
FUN_80056898,0x80056898,0x800568A3,0xC
FUN_800568a4,0x800568A4,0x800568C3,0x20
FUN_800568c4,0x800568C4,0x800568E3,0x20
FUN_80056914,0x80056914,0x80056927,0x14
FUN_80056944,0x80056944,0x80056973,0x30
FUN_8005699c,0x8005699C,0x80056AA3,0x108
FUN_80056aa4,0x80056AA4,0x80056B77,0xD4
FUN_80056b78,0x80056B78,0x80056C1F,0xA8
FUN_80056c20,0x80056C20,0x80056C27,0x8
FUN_80056c28,0x80056C28,0x80056C83,0x5C
FUN_80056c84,0x80056C84,0x80056CDF,0x5C
FUN_80056ce0,0x80056CE0,0x80056D2F,0x50
FUN_80056d30,0x80056D30,0x80056DDF,0xB0
FUN_80056de0,0x80056DE0,0x80056E6B,0x8C
FUN_80056e6c,0x80056E6C,0x80056EBB,0x50
FUN_80056ebc,0x80056EBC,0x80056F5B,0xA0
FUN_80056f5c,0x80056F5C,0x80056FFB,0xA0
FUN_80056ffc,0x80056FFC,0x8005703B,0x40
FUN_8005703c,0x8005703C,0x800572BF,0x284
FUN_800572c0,0x800572C0,0x800579FB,0x73C
FUN_800579fc,0x800579FC,0x80057B17,0x11C
FUN_80057b18,0x80057B18,0x80057F5B,0x444
FUN_80057f5c,0x80057F5C,0x8005811F,0x1C4
FUN_80058120,0x80058120,0x800581BF,0xA0
FUN_800581c0,0x800581C0,0x8005825F,0xA0
FUN_80058260,0x80058260,0x8005828B,0x2C
FUN_8005828c,0x8005828C,0x800582CB,0x40
FUN_800582cc,0x800582CC,0x800582DB,0x10
FUN_800582dc,0x800582DC,0x800583FB,0x120
FUN_800583fc,0x800583FC,0x8005847B,0x80
FUN_8005847c,0x8005847C,0x800584CB,0x50
FUN_800584cc,0x800584CC,0x8005853B,0x70
FUN_8005853c,0x8005853C,0x8005860F,0xD4
FUN_80058610,0x80058610,0x80058AA7,0x498
FUN_80058aa8,0x80058AA8,0x80058BBF,0x118
FUN_80058bc0,0x80058BC0,0x8005974F,0xB90
FUN_80059750,0x80059750,0x800597AF,0x60
FUN_800597b0,0x800597B0,0x800597EB,0x3C
FUN_800597ec,0x800597EC,0x800598D7,0xEC
FUN_800598d8,0x800598D8,0x80059967,0x90
FUN_80059968,0x80059968,0x80059C57,0x2F0
FUN_80059c58,0x80059C58,0x80059CC3,0x6C
FUN_80059cc4,0x80059CC4,0x80059F43,0x280
FUN_80059f44,0x80059F44,0x8005A437,0x4F4
FUN_8005a438,0x8005A438,0x8005A56F,0x138
FUN_8005a570,0x8005A570,0x8005AD37,0x7C8
FUN_8005ad38,0x8005AD38,0x8005ADB7,0x80
FUN_8005adb8,0x8005ADB8,0x8005AE83,0xCC
FUN_8005ae84,0x8005AE84,0x8005AFFF,0x17C
FUN_8005b000,0x8005B000,0x8005B027,0x28
FUN_8005b028,0x8005B028,0x8005B257,0x230
FUN_8005b258,0x8005B258,0x8005BC33,0x9DC
FUN_8005bc34,0x8005BC34,0x8005BCBF,0x8C
FUN_8005bcc0,0x8005BCC0,0x8005BDD7,0x118
FUN_8005bdd8,0x8005BDD8,0x8005C007,0x230
FUN_8005c008,0x8005C008,0x8005C437,0x430
FUN_8005c438,0x8005C438,0x8005C5DF,0x1A8
FUN_8005c5e0,0x8005C5E0,0x8005CE4B,0x86C
FUN_8005ce4c,0x8005CE4C,0x8005CF5B,0x110
